% Stabilization Loop  omega_c=0 rad/s
% Kp_stab=1.0288  Ki_stab=29.5203  (Tustin integrator)
% Vg_offset=1.338197V  K_gimbal=26.049690  samples=12001

Time[s]               OmegaU[deg/s]           Vc[V]                  Vg[V]                  Pot[V]                 Omega_h[rad/s]         Error[rad/s]           disturbance[V]      
        0.3307900000       -16.8990520382         2.3088643297         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        0.3355891000       -18.5071714403         2.2897837652         1.3454963091         4.3048690797         0.1901537473        -0.1901537473         1.4657073169
        0.3405827000        -7.5144064864         2.4202144785         1.3378393285         4.3023172023        -0.0093082254         0.0093082254         1.4606049228
        0.3455283000         0.9649022158         2.5208226773         1.3327346748         4.2997653248        -0.1422828738         0.1422828738         1.4708097111
        0.3504774000       -10.4327039862         2.3855884653         1.3403916554         4.2997653248         0.0571790988        -0.0571790988         1.4733609081
        0.3556370000        -6.7159695805         2.4296880455         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4733609081
        0.3608073000       -15.0378400195         2.3309478739         1.3429439823         4.3048690797         0.1236664231        -0.1236664231         1.4682585140
        0.3654564000        -7.6830903397         2.4182130207         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4759121052
        0.3704661000        -3.4040764229         2.4689841269         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4631561198
        0.3754699000        -6.9633725654         2.4267525740         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4708097111
        0.3804772000         1.5159361368         2.5273607728         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        0.3854787000       -14.0819648505         2.3422894682         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
        0.3908523000       -19.3280995266         2.2800433372         1.3454963091         4.3048690797         0.1901537473        -0.1901537473         1.4657073169
        0.3955877000       -20.9362189286         2.2703981889         1.3454963091         4.3074209572         0.1901537473        -0.1901537473         1.4682585140
        0.4004799000        -9.9434539747         2.3913934860         1.3378393285         4.3048690797        -0.0093082254         0.0093082254         1.4657073169
        0.4054990000        -1.4641452726         2.4920016848         1.3327346748         4.2972134474        -0.1422828738         0.1422828738         1.4733609081
        0.4107706000        -8.6614566892         2.4066045653         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.4165213000         4.0181467983         2.5570498567         1.3301823480         4.2921096924        -0.2087701981         0.2087701981         1.4682585140
        0.4206512000         1.5834096781         2.5281613559         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4682585140
        0.4258631000        -5.6139017385         2.4427642365         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.4308871000       -18.1360669629         2.2941869724         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        0.4355893000        -2.9430072237         2.4744547782         1.3352870017         4.3023172023        -0.0757955496         0.0757955496         1.4657073169
        0.4416848000       -10.7025981515         2.3823861328         1.3403916554         4.3023172023         0.0571790988        -0.0571790988         1.4657073169
        0.4455636000         1.4147258247         2.5261598981         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        0.4504915000         2.6180039787         2.5404369639         1.3327346748         4.2972134474        -0.1422828738         0.1422828738         1.4733609081
        0.4554999000         3.8212821327         2.5547140296         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4708097111
        0.4604939000       -15.9769136399         2.3198056324         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4631561198
        0.4660472000        -9.1844434713         2.4003992531         1.3403916554         4.3048690797         0.0571790988        -0.0571790988         1.4657073169
        0.4704825000        -1.2674142803         2.4943359259         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        0.4754898000       -17.4275947788         2.3025930952         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4631561198
        0.4804997000       -14.8354193955         2.3333496233         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
        0.4857751000         9.3205094255         2.6199631404         1.3276300211         4.2921096924        -0.2752575223         0.2752575223         1.4657073169
        0.4908655000       -17.7537168953         2.2987236101         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4631561198
        0.4960936000        -6.7609519414         2.4291543234         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.5015116000        -2.4819380245         2.4799254296         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4631561198
        0.5060652000        -1.8409393818         2.4875309693         1.3352870017         4.2921096924        -0.0757955496         0.0757955496         1.4682585140
        0.5106834000        -9.6005303096         2.3954623238         1.3403916554         4.3023172023         0.0571790988        -0.0571790988         1.4708097111
        0.5162877000         2.5167936667         2.5392360892         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        0.5213596000       -13.0811073206         2.3541647846         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4682585140
        0.5258086000        -5.7263576408         2.4414299313         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.5314987000        -5.6476385092         2.4423639449         1.3378393285         4.2895578150        -0.0093082254         0.0093082254         1.4657073169
        0.5359291000        -9.7692141629         2.3934608660         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4759121052
        0.5407008000       -10.2527745426         2.3877233536         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4708097111
        0.5459422000        -2.3357453516         2.4816600264         1.3352870017         4.2895578150        -0.0757955496         0.0757955496         1.4682585140
        0.5513068000       -10.0953362794         2.3895913809         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4708097111
        0.5557933000         2.0219876968         2.5333651463         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4682585140
        0.5605056000       -17.7762080757         2.2984567491         1.3454963091         4.2972134474         0.1901537473        -0.1901537473         1.4606049228
        0.5655340000        -2.5831483365         2.4787245549         1.3352870017         4.2895578150        -0.0757955496         0.0757955496         1.4682585140
        0.5705260000       -10.3427392644         2.3866559094         1.3403916554         4.3023172023         0.0571790988        -0.0571790988         1.4657073169
        0.5757329000        -6.6260048587         2.4307554896         1.3378393285         4.2946615699        -0.0093082254         0.0093082254         1.4759121052
        0.5805538000         6.0535986288         2.5812007810         1.3301823480         4.2895578150        -0.2087701981         0.2087701981         1.4682585140
        0.5855545000         3.6188615086         2.5523122802         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4733609081
        0.5907594000        -7.7787446933         2.4170780682         1.3403916554         4.2946615699         0.0571790988        -0.0571790988         1.4733609081
        0.5955198000        -4.0620102876         2.4611776484         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4733609081
        0.6004787000       -12.3838807267         2.3624374769         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
        0.6057463000         3.3714585237         2.5493768088         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4606049228
        0.6109118000        -8.0261476782         2.4141425967         1.3403916554         4.2946615699         0.0571790988        -0.0571790988         1.4708097111
        0.6157631000        -0.1091184873         2.5080792695         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4733609081
        0.6206742000        -3.6684146298         2.4658477166         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4631561198
        0.6265754000         0.6105992871         2.5166188229         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        0.6306514000        -2.9486968555         2.4743872700         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.6358553000         5.5306118467         2.5749954688         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4682585140
        0.6409194000        -1.6666995700         2.4895983493         1.3378393285         4.2946615699        -0.0093082254         0.0093082254         1.4606049228
        0.6455926000        -9.9885700090         2.3908581778         1.3429439823         4.2997653248         0.1236664231        -0.1236664231         1.4657073169
        0.6505209000        -6.8341151145         2.4282862320         1.3403916554         4.2921096924         0.0571790988        -0.0571790988         1.4657073169
        0.6555080000       -11.5179702794         2.3727116270         1.3429439823         4.2972134474         0.1236664231        -0.1236664231         1.4657073169
        0.6605449000         8.4376637562         2.6094880515         1.3301823480         4.2921096924        -0.2087701981         0.2087701981         1.4682585140
        0.6657269000        -2.3976629345         2.4809253655         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.6704994000         6.0816457677         2.5815335643         1.3327346748         4.2870059375        -0.1422828738         0.1422828738         1.4682585140
        0.6755287000        -1.1156656490         2.4961364449         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4657073169
        0.6810157000        -1.0369465174         2.4970704585         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4708097111
        0.6865319000         7.4423621847         2.5976786573         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        0.6906487000        -8.1555388025         2.4126073527         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
        0.6957089000       -13.4016734786         2.3503612217         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        0.7008509000         5.9916810459         2.5804661201         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4759121052
        0.7057518000       -13.8065147267         2.3455577229         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        0.7114730000         9.7871345831         2.6254997140         1.3301823480         4.2895578150        -0.2087701981         0.2087701981         1.4682585140
        0.7159580000        -1.0481921076         2.4969370280         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.7207721000        -0.9694729761         2.4978710416         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4631561198
        0.7263290000        -0.8907538445         2.4988050553         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4733609081
        0.7313121000        -9.2126242835         2.4000648838         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
        0.7359928000         6.5427149668         2.5870042157         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4682585140
        0.7404635000        -0.6545964498         2.5016070962         1.3378393285         4.2921096924        -0.0093082254         0.0093082254         1.4682585140
        0.7455444000         7.8247122524         2.6022152951         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4657073169
        0.7505033000       -11.9734835202         2.3673068978         1.3454963091         4.2997653248         0.1901537473        -0.1901537473         1.4606049228
        0.7554451000        11.6201657896         2.6472488889         1.3301823480         4.2972134474        -0.2087701981         0.2087701981         1.4759121052
        0.7604771000         0.7848390989         2.5186862029         1.3378393285         4.2921096924        -0.0093082254         0.0093082254         1.4733609081
        0.7655958000         0.8635582304         2.5196202166         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4657073169
        0.7704663000         0.9422773620         2.5205542302         1.3378393285         4.3023172023        -0.0093082254         0.0093082254         1.4708097111
        0.7754592000         1.0209964936         2.5214882438         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.7804697000         1.0997156251         2.5224222575         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4733609081
        0.7857092000        -7.2221548139         2.4236820860         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4682585140
        0.7908154000       -12.4682894900         2.3614359549         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        0.7957871000        -1.4755245361         2.4918666682         1.3378393285         4.2921096924        -0.0093082254         0.0093082254         1.4657073169
        0.8005719000         7.0037841660         2.5924748670         1.3327346748         4.2997653248        -0.1422828738         0.1422828738         1.4759121052
        0.8062763000        -4.3938220359         2.4572406550         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4606049228
        0.8106759000         7.7235019403         2.6010144204         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4708097111
        0.8159026000         8.9267800943         2.6152914861         1.3327346748         4.2997653248        -0.1422828738         0.1422828738         1.4733609081
        0.8207570000         5.9297634630         2.5797314593         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4733609081
        0.8255470000        10.7710568910         2.6371740915         1.3327346748         4.2870059375        -0.1422828738         0.1422828738         1.4682585140
        0.8304992000        -4.8268440962         2.4521027869         1.3429439823         4.2972134474         0.1236664231        -0.1236664231         1.4631561198
        0.8358199000        -1.6723892018         2.4895308411         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4759121052
        0.8406448000        -6.3562443667         2.4339562361         1.3429439823         4.2972134474         0.1236664231        -0.1236664231         1.4606049228
        0.8463233000         5.1988000984         2.5710584754         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        0.8515136000       -10.9613804000         2.3793156447         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        0.8555966000         8.4319741244         2.6094205432         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4733609081
        0.8605832000        -7.1659268628         2.4243492386         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4631561198
        0.8655222000         0.1888228170         2.5116143853         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4733609081
        0.8705601000        -3.9327528368         2.4627113064         1.3403916554         4.2946615699         0.0571790988        -0.0571790988         1.4657073169
        0.8755130000         8.1845711395         2.6064850717         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4657073169
        0.8805320000         0.9872597229         2.5210879523         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.8855080000        13.6668632103         2.6715332437         1.3301823480         4.2895578150        -0.2087701981         0.2087701981         1.4733609081
        0.8904781000        -5.5690530510         2.4432963725         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
        0.8964517000        14.3865809847         2.6800727970         1.3301823480         4.2895578150        -0.2087701981         0.2087701981         1.4657073169
        0.9005495000        11.9518438645         2.6511842962         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        0.9055325000         8.9548272332         2.6156242694         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4631561198
        0.9108134000        13.7961206612         2.6730669017         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4657073169
        0.9158103000        -6.0020751113         2.4381585045         1.3454963091         4.2997653248         0.1901537473        -0.1901537473         1.4682585140
        0.9209325000        13.3912794132         2.6682634029         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4784633023
        0.9258432000        10.3942627818         2.6327033761         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4529513315
        0.9307018000        11.0352614246         2.6403089157         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        0.9358721000        -0.9246242885         2.4984031777         1.3429439823         4.3048690797         0.1236664231        -0.1236664231         1.4606049228
        0.9405927000        10.6304201765         2.6355054170         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4657073169
        0.9455440000         7.0711240340         2.5932738641         1.3378393285         4.3023172023        -0.0093082254         0.0093082254         1.4631561198
        0.9505831000         7.1498431656         2.5942078777         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        0.9555638000        -1.1720272735         2.4954677062         1.3429439823         4.2972134474         0.1236664231        -0.1236664231         1.4657073169
        0.9605840000        14.5833119769         2.6824070381         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        0.9655772000        -5.2148837956         2.4474986409         1.3454963091         4.2972134474         0.1901537473        -0.1901537473         1.4606049228
        0.9705707000         9.9781759435         2.6277664468         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        0.9763455000         6.4188798010         2.5855348939         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4657073169
        0.9806414000        14.8981885032         2.6861430927         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4657073169
        0.9855281000         7.7008770865         2.6007459733         1.3378393285         4.2946615699        -0.0093082254         0.0093082254         1.4733609081
        0.9905160000         3.5793014328         2.5518428943         1.3403916554         4.3074209572         0.0571790988        -0.0571790988         1.4657073169
        0.9955211000        15.6966254091         2.6956166597         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4733609081
        1.0004655000        12.6996087777         2.6600566328         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4427465432
        1.0055168000         4.9400178499         2.5679879874         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4631561198
        1.0104671000         8.6567522556         2.6120875675         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4682585140
        1.0166684000        17.1360609577         2.7126957664         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4708097111
        1.0206563000         5.7384547558         2.5774615543         1.3403916554         4.2972134474         0.0571790988        -0.0571790988         1.4708097111
        1.0258754000        13.6554839468         2.6713982271         1.3352870017         4.2921096924        -0.0757955496         0.0757955496         1.4657073169
        1.0305401000        18.4967773748         2.7288408594         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        1.0358537000        19.7000555288         2.7431179251         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4733609081
        1.0414304000         8.3024493268         2.6078837131         1.3403916554         4.2895578150         0.0571790988        -0.0571790988         1.4682585140
        1.0457802000        12.0191837325         2.6519832933         1.3378393285         4.3023172023        -0.0093082254         0.0093082254         1.4733609081
        1.0506705000         3.6973132935         2.5532431218         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4682585140
        1.0558740000        15.2523577585         2.6903453611         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4631561198
        1.0605360000        15.8933564013         2.6979509008         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4606049228
        1.0656528000        20.7346498294         2.7475606614         1.3327346748         4.2895578150        -0.1422828738         0.1422828738         1.4657073169
        1.0704953000         9.3370436274         2.6201593210         1.3403916554         4.2921096924         0.0571790988        -0.0571790988         1.4657073169
        1.0755573000         0.4528936772         2.5147476235         1.3454963091         4.2997653248         0.1901537473        -0.1901537473         1.4657073169
        1.0804980000        -1.1552257248         2.4956670590         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        1.0854532000         5.6372444438         2.5762606797         1.3403916554         4.3048690797         0.0571790988        -0.0571790988         1.4657073169
        1.0905159000        13.5542736347         2.6701973524         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4708097111
        1.0954696000        -2.6059068637         2.4784545218         1.3454963091         4.3074209572         0.1901537473        -0.1901537473         1.4657073169
        1.1004989000        16.7874476608         2.7085594202         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4708097111
        1.1057102000         1.1895466735         2.5234881156         1.3429439823         4.3048690797         0.1236664231        -0.1236664231         1.4682585140
        1.1109609000         4.3440015680         2.5609161697         1.3403916554         4.2997653248         0.0571790988        -0.0571790988         1.4606049228
        1.1155662000         8.0607359737         2.6050157499         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        1.1210459000        16.5400446759         2.7056239488         1.3327346748         4.2972134474        -0.1422828738         0.1422828738         1.4733609081
        1.1255285000         9.3427332592         2.6202268293         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4733609081
        1.1307800000         5.2211576055         2.5713237504         1.3403916554         4.2997653248         0.0571790988        -0.0571790988         1.4606049228
        1.1362631000         4.7375972259         2.5655862380         1.3403916554         4.2997653248         0.0571790988        -0.0571790988         1.4478489374
        1.1407889000        12.6546264168         2.6595229108         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        1.1459423000         9.0953302743         2.6172913579         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4759121052
        1.1509186000        13.3743441912         2.6680624641         1.3352870017         4.3023172023        -0.0757955496         0.0757955496         1.4682585140
        1.1558880000        -2.7858363073         2.4763196334         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4631561198
        1.1616495000        -0.1936609240         2.5070761615         1.3429439823         4.3048690797         0.1236664231        -0.1236664231         1.4657073169
        1.1659355000        -5.4397956001         2.4448300305         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4606049228
        1.1706429000        13.9535589244         2.6749349290         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4682585140
        1.1757274000        -1.6443420629         2.4898636243         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4682585140
        1.1808849000         5.7104076169         2.5771287711         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4708097111
        1.1855815000        14.1897163191         2.6777369699         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4682585140
        1.1905551000         6.9924049024         2.5923398505         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        1.1955035000        19.6720083899         2.7427851419         1.3301823480         4.2921096924        -0.2087701981         0.2087701981         1.4682585140
        1.2005246000         8.8366816991         2.6142224559         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4657073169
        1.2061561000         8.9154008307         2.6151564695         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4682585140
        1.2105389000        21.5950043182         2.7485950364         1.3301823480         4.2972134474        -0.2087701981         0.2087701981         1.4733609081
        1.2155522000        -1.8412067285         2.4875277972         1.3454963091         4.2972134474         0.1901537473        -0.1901537473         1.4606049228
        1.2205239000         4.9512634401         2.5681214179         1.3403916554         4.2997653248         0.0571790988        -0.0571790988         1.4733609081
        1.2265013000        12.8682926311         2.6620580907         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4580537257
        1.2306743000         9.3089964885         2.6198265378         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4733609081
        1.2359262000        13.5880104054         2.6705976440         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4631561198
        1.2413985000        22.6295986188         2.7498378817         1.3301823480         4.2921096924        -0.2087701981         0.2087701981         1.4657073169
        1.2456191000        15.9945667133         2.6991517755         1.3352870017         4.2972134474        -0.0757955496         0.0757955496         1.4606049228
        1.2509600000        12.4352705708         2.6569202226         1.3378393285         4.3023172023        -0.0093082254         0.0093082254         1.4708097111
        1.2559644000         8.3136949170         2.6080171436         1.3403916554         4.3023172023         0.0571790988        -0.0571790988         1.4657073169
        1.2604688000        20.4310188933         2.7471954330         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4708097111
        1.2655337000         4.8331179061         2.5667196044         1.3429439823         4.3048690797         0.1236664231        -0.1236664231         1.4631561198
        1.2705407000         7.9875728006         2.6041476585         1.3403916554         4.2997653248         0.0571790988        -0.0571790988         1.4631561198
        1.2755735000        15.9046019915         2.6980843313         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4606049228
        1.2804834000        12.3453058490         2.6558527784         1.3378393285         4.2972134474        -0.0093082254         0.0093082254         1.4606049228
        1.2855477000        12.4240249806         2.6567867921         1.3378393285         4.2997653248        -0.0093082254         0.0093082254         1.4733609081
        1.2905198000        -0.0981402438         2.5082095279         1.3454963091         4.2972134474         0.1901537473        -0.1901537473         1.4682585140
        1.2956523000        19.2952142807         2.7383144264         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        1.3005478000        -0.5029814918         2.5034060292         1.3454963091         4.2997653248         0.1901537473        -0.1901537473         1.4657073169
        1.3055653000        -2.1111008939         2.4843254647         1.3454963091         4.3048690797         0.1901537473        -0.1901537473         1.4631561198
        1.3108132000        13.0819588453         2.6645932706         1.3352870017         4.2997653248        -0.0757955496         0.0757955496         1.4657073169
        1.3160414000        17.9232522734         2.7220359028         1.3327346748         4.2921096924        -0.1422828738         0.1422828738         1.4657073169
        1.3206750000        -1.8749434992         2.4871275056         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4631561198
        1.3258835000        -3.4830629012         2.4680469411         1.3454963091         4.3023172023         0.1901537473        -0.1901537473         1.4657073169
        1.3309096000        -0.8908875179         2.4988034692         1.3429439823         4.3023172023         0.1236664231        -0.1236664231         1.4657073169
