% Motor Triangle Wave Linearization Verification - Cycle Average
% Period      = 40.0 [sec]
% Cycles used = 3
% Fs          = 200 [Hz]
% N per cycle = 8000

Time[s]              Vcmd_ref_avg[V]      Omega_target_avg[rad/s] Omega_avg[rad/s]    
2.3400000000         1.1804425167         2.7241071957         2.4292252028        
2.3450000000         1.1822700667         2.7283246328         2.3849003200        
2.3500000000         1.1841570000         2.7326791089         2.4735500857        
2.3550000000         1.1860375667         2.7370188926         2.5843622927        
2.3600000000         1.1879368833         2.7414019457         2.6286871755        
2.3650000000         1.1898180667         2.7457431525         2.4735500856        
2.3700000000         1.1917554667         2.7502140904         2.5400374099        
2.3750000000         1.1936576333         2.7546037205         2.3405754372        
2.3800000000         1.1955591500         2.7589918505         2.4070627614        
2.3850000000         1.1974514500         2.7633587112         2.3849003200        
2.3900000000         1.1993630333         2.7677700720         2.2962505544        
2.3950000000         1.2013017833         2.7722441254         2.4735500856        
2.4000000000         1.2031671833         2.7765489090         2.4070627614        
2.4050000000         1.2050682667         2.7809360390         2.2297632302        
2.4100000000         1.2069654000         2.7853140536         2.3849003200        
2.4150000000         1.2088449833         2.7896515681         2.4957125271        
2.4200000000         1.2107453500         2.7940370442         2.4070627614        
2.4250000000         1.2126300833         2.7983864433         2.4070627614        
2.4300000000         1.2150044167         2.8038656923         2.4070627614        
2.4350000000         1.2175044500         2.8096350193         2.5178749685        
2.4400000000         1.2200049667         2.8154054616         2.4292252028        
2.4450000000         1.2225043333         2.8211732500         2.6065247341        
2.4500000000         1.2250324833         2.8270074618         2.4957125271        
2.4550000000         1.2275048000         2.8327128269         2.3627378786        
2.4600000000         1.2300038667         2.8384799231         2.4957125271        
2.4650000000         1.2325042833         2.8442501346         2.3849003200        
2.4700000000         1.2350038167         2.8500183077         2.5621998513        
2.4750000000         1.2375045167         2.8557891731         2.4735500856        
2.4800000000         1.2400065667         2.8615631539         2.3405754372        
2.4850000000         1.2425039000         2.8673262500         2.4735500856        
2.4900000000         1.2450039833         2.8730956923         2.1632759059        
2.4950000000         1.2475054333         2.8788682885         2.5843622927        
2.5000000000         1.2500052500         2.8846371154         2.4957125270        
2.5050000000         1.2525049500         2.8904056731         2.4292252028        
2.5100000000         1.2550050167         2.8961750770         2.4957125270        
2.5150000000         1.2575043000         2.9019426731         2.6730120583        
2.5200000000         1.2600041500         2.9077115770         2.4735500856        
2.5250000000         1.2625458833         2.9135771350         2.4070627614        
2.5300000000         1.2650052333         2.9192525770         2.5843622927        
2.5350000000         1.2675037333         2.9250183654         2.3849003200        
2.5400000000         1.2700047667         2.9307900000         2.6730120583        
2.5450000000         1.2725036833         2.9365567500         2.6286871755        
2.5500000000         1.2750043667         2.9423275769         2.6286871755        
2.5550000000         1.2775041333         2.9480962885         2.5400374099        
2.5600000000         1.2808186000         2.9557450832         2.5843622927        
2.5650000000         1.2827772833         2.9602651368         2.5400374099        
2.5700000000         1.2850055000         2.9654071924         2.6951744997        
2.5750000000         1.2875041167         2.9711732500         2.6065247341        
2.5800000000         1.2900041333         2.9769425385         2.7394993826        
2.5850000000         1.2925216000         2.9827520963         2.5621998513        
2.5900000000         1.2950037333         2.9884801154         2.8281491482        
2.5950000000         1.2975046167         2.9942514039         2.6508496169        
2.6000000000         1.3000041500         3.0000195769         2.6951744997        
2.6050000000         1.3025053167         3.0057915192         2.7838242654        
2.6100000000         1.3050057333         3.0115617308         2.6286871755        
2.6150000000         1.3075063833         3.0173324808         2.7394993826        
2.6200000000         1.3100049667         3.0230984616         2.7616618240        
2.6250000000         1.3125063667         3.0288709424         2.7616618240        
2.6300000000         1.3150052500         3.0346376154         2.7838242654        
2.6350000000         1.3175053667         3.0404071347         2.7173369412        
2.6400000000         1.3200066500         3.0461793462         2.7616618240        
2.6450000000         1.3225069333         3.0519492501         2.6286871755        
2.6500000000         1.3250061833         3.0577167693         2.7173369411        
2.6550000000         1.3275053833         3.0634841731         2.7173369412        
2.6600000000         1.3300045667         3.0692515385         2.7394993826        
2.6650000000         1.3325042833         3.0750201346         2.8059867068        
2.6700000000         1.3350041833         3.0807891539         2.7838242654        
